Updating build index: /home/vsts/conda/conda-bld

TEST START: /tmp/tmpcxr8mxp1/noarch/snakelines-0.10.0-hdfd78af_1.tar.bz2
Reloading output folder: /home/vsts/conda/conda-bld
  Package                               Version  Build                Channel                       Size
──────────────────────────────────────────────────────────────────────────────────────────────────────────
  Install:
──────────────────────────────────────────────────────────────────────────────────────────────────────────

    cairosvg:                      2.5.2-pyhd8ed1ab_0         conda-forge            
    certifi:                       2021.10.8-py37h89c1867_0   conda-forge            
    cffi:                          1.14.4-py37h11fe52a_0      conda-forge            
    chardet:                       4.0.0-py37h89c1867_1       conda-forge            
    charset-normalizer:            2.0.0-pyhd8ed1ab_0         conda-forge            
    configargparse:                1.5.3-pyhd8ed1ab_0         conda-forge            
    crc32c:                        2.2.post0-py37h5e8e339_0   conda-forge            
    cryptography:                  35.0.0-py37h5d9358c_0      conda-forge            
    cssselect2:                    0.2.1-pyh9f0ad1d_1         conda-forge            
    cycler:                        0.10.0-py_2                conda-forge            
    cython:                        0.29.24-py37hcd2ae1e_0     conda-forge            
    datrie:                        0.8.2-py37h5e8e339_2       conda-forge            
    decorator:                     4.4.2-py_0                 conda-forge            
    defusedxml:                    0.7.1-pyhd8ed1ab_0         conda-forge            
    docutils:                      0.17.1-py37h89c1867_0      conda-forge            
    dropbox:                       11.22.0-pyhd8ed1ab_0       conda-forge            
    et_xmlfile:                    1.0.1-py_1001              conda-forge            
    expat:                         2.4.1-h9c3ff4c_0           conda-forge            
    fftw:                          3.3.10-nompi_h74d3f13_101  conda-forge            
    filechunkio:                   1.8-py_2                   conda-forge            
    font-ttf-dejavu-sans-mono:     2.37-hab24e00_0            conda-forge            
    font-ttf-inconsolata:          3.000-h77eed37_0           conda-forge            
    font-ttf-source-code-pro:      2.038-h77eed37_0           conda-forge            
    font-ttf-ubuntu:               0.83-hab24e00_0            conda-forge            
    fontconfig:                    2.13.1-hba837de_1005       conda-forge            
    fonts-conda-ecosystem:         1-0                        conda-forge            
    fonts-conda-forge:             1-0                        conda-forge            
    freetype:                      2.10.4-h0708190_1          conda-forge            
    fribidi:                       1.0.10-h36c2ea0_0          conda-forge            
    ftputil:                       5.0.1-pyhd8ed1ab_0         conda-forge            
    gdk-pixbuf:                    2.42.2-h19a9c64_1          conda-forge            
    gettext:                       0.19.8.1-hf34092f_1004     conda-forge            
    ghostscript:                   9.54.0-h9c3ff4c_1          conda-forge            
    giflib:                        5.2.1-h36c2ea0_2           conda-forge            
    gitdb:                         4.0.7-pyhd8ed1ab_0         conda-forge            
    gitpython:                     3.1.24-pyhd8ed1ab_0        conda-forge            
    glib:                          2.66.3-h58526e2_0          conda-forge            
    gobject-introspection:         1.66.1-py37h9019ea4_3      conda-forge            
    google-api-core:               2.1.0-pyhd8ed1ab_0         conda-forge            
    google-auth:                   2.3.0-pyh6c4a22f_0         conda-forge            
    google-cloud-core:             2.1.0-pyh6c4a22f_0         conda-forge            
    google-cloud-storage:          1.42.3-pyh6c4a22f_0        conda-forge            
    google-crc32c:                 1.1.2-py37hab72019_0       conda-forge            
    google-resumable-media:        2.0.3-pyh6c4a22f_0         conda-forge            
    googleapis-common-protos:      1.53.0-py37h89c1867_0      conda-forge            
    graphite2:                     1.3.13-h58526e2_1001       conda-forge            
    graphviz:                      2.42.3-h6939c30_2          conda-forge            
    grpcio:                        1.41.0-py37hb27c1af_0      conda-forge            
    gtk2:                          2.24.32-hfcb1518_4         conda-forge            
    gts:                           0.7.6-h1fc3fae_2           conda-forge            
    harfbuzz:                      2.7.2-ha5b49bf_1           conda-forge            
    hdmedians:                     0.14.2-py37h6f94858_0      conda-forge            
    html5lib:                      1.1-pyh9f0ad1d_0           conda-forge            
    icu:                           67.1-he1b5a44_0            conda-forge            
    idna:                          3.1-pyhd3deb0d_0           conda-forge            
    imagemagick:                   7.0.10_28-pl5262hd815ba0_2 conda-forge            
    importlib-metadata:            4.8.1-py37h89c1867_0       conda-forge            
    importlib_metadata:            4.8.1-hd8ed1ab_0           conda-forge            
    iniconfig:                     1.1.1-pyh9f0ad1d_0         conda-forge            
    ipython:                       7.28.0-py37h6531663_0      conda-forge            
    ipython_genutils:              0.2.0-py_1                 conda-forge            
    jbig:                          2.1-h7f98852_2003          conda-forge            
    jdcal:                         1.4.1-py_0                 conda-forge            
    jedi:                          0.18.0-py37h89c1867_2      conda-forge            
    jinja2:                        2.11.2-pyh9f0ad1d_0        conda-forge            
    jmespath:                      0.10.0-pyh9f0ad1d_0        conda-forge            
    joblib:                        1.1.0-pyhd8ed1ab_0         conda-forge            
    jpeg:                          9d-h36c2ea0_0              conda-forge            
    jsonschema:                    4.1.2-pyhd8ed1ab_0         conda-forge            
    jupyter_core:                  4.8.1-py37h89c1867_0       conda-forge            
    kiwisolver:                    1.3.2-py37h2527ec5_0       conda-forge            
    krb5:                          1.19.2-hcc1bbae_0          conda-forge            
    lcms2:                         2.12-hddcbb42_0            conda-forge            
    ld_impl_linux-64:              2.36.1-hea4e1c9_2          conda-forge            
    lerc:                          2.2.1-h9c3ff4c_0           conda-forge            
    libblas:                       3.9.0-12_linux64_openblas  conda-forge            
    libcblas:                      3.9.0-12_linux64_openblas  conda-forge            
    libcrc32c:                     1.1.2-h9c3ff4c_0           conda-forge            
    libcurl:                       7.79.1-h2574ce0_1          conda-forge            
    libdeflate:                    1.7-h7f98852_5             conda-forge            
